id,msno,is_churn,city,bd,gender,registered_via,registration_init_time,A_0days,B_7days,C_30days_month,D_30days_acount,E_90days,F_90days_discount,G_100days_card,H_120days_season,I_halfyear,J_180days_discount,K_200days_card,L_360days_year,M_395days,N_410days_discount,O_450days,last_last_churn,last_auto_renew,is_discount,amount_per_day,longtime_user,sum_25,sum_50,sum_75,sum_985,sum_100,sum_unq,sum_secs,timeperiod,sum_25_avg,sum_50_avg,sum_75_avg,sum_985_avg,sum_100_avg
Group_Under26,++h+LbvuDVdQ4qf2XXCuR651W1sy5hvGPbyN7q7RwuA=,1,15.0,19.0,0.0,3.0,2015-10-04,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,5.0,4.8,0.0,1880.0,467.0,288.0,252.0,4043.0,4351.0,1155618.0,513.0,3.664717348927875,0.9103313840155944,0.5614035087719298,0.4912280701754386,7.881091617933722
Group_Under26,++vWe05qm+bN0w2uEWNQC/q9asWKGQyZtrlhj/yCleE=,1,22.0,17.0,1.0,3.0,2013-08-15,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,27.0,4.966666666666668,1.0,5548.0,1330.0,780.0,806.0,14070.0,14869.0,3927750.0,788.0,7.040609137055838,1.6878172588832487,0.9898477157360406,1.0228426395939083,17.85532994923858
Group_Under26,+/AnFGYo/NMnEfpPOohgATATpbsItEPHtyqNbb2u7Pg=,0,8.0,17.0,1.0,3.0,2015-02-08,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,14.0,4.6119047619047615,0.0,2297.0,671.0,348.0,349.0,4209.0,6138.0,1212890.0,751.0,3.058588548601864,0.8934753661784287,0.4633821571238349,0.4647137150466045,5.604527296937417
Group_Under26,+/EvFmNQ15lMUWqnM4RfbnFTYWE5pmkYxKBdJvknRRI=,1,1.0,22.0,1.0,3.0,2014-12-31,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,9.0,4.414814814814815,0.0,708.0,258.0,172.0,244.0,728.0,1520.0,291939.0,764.0,0.9267015706806284,0.337696335078534,0.225130890052356,0.3193717277486911,0.9528795811518324
Group_Under26,+/w1UrZwyka4C9oNH3+Q8fUf3fD8R3EwWrx57ODIsqk=,1,4.0,20.0,0.0,3.0,2014-05-16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,25.0,5.075,0.0,1054.0,355.0,239.0,244.0,10629.0,11144.0,2737578.0,789.0,1.3358681875792142,0.449936628643853,0.302915082382763,0.3092522179974652,13.471482889733839
Group_Under26,+08ZQMntVKpOziXMNvHjpHUMfPQRD8jIy27WR7gtQEc=,1,12.0,23.0,1.0,3.0,2015-08-19,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,12.0,4.966666666666668,0.0,1558.0,313.0,224.0,267.0,11980.0,11857.0,3083813.0,353.0,4.413597733711049,0.886685552407932,0.6345609065155807,0.7563739376770539,33.93767705382436
Group_Under26,+0PFkru2UpsbwRoqF6eHpLNNUbfhJax1z1NjPyJwZ1Y=,1,22.0,15.0,1.0,3.0,2014-12-21,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,7.0,3.8067460317460315,0.0,283.0,72.0,57.0,64.0,1411.0,1695.0,364393.0,788.0,0.35913705583756345,0.09137055837563453,0.07233502538071065,0.08121827411167512,1.7906091370558377
Group_Under26,+0fIn7dpNl78+g/0mdltKgWRW9sjv4HjTgrB+RJy1EM=,1,1.0,20.0,-1.0,3.0,2013-11-10,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0.0,0.0,11.0,3.8600886917960096,1.0,768.0,139.0,109.0,221.0,6048.0,5278.0,1613053.0,579.0,1.3264248704663213,0.2400690846286701,0.18825561312607944,0.38169257340241797,10.44559585492228
Group_Under26,+0jX97Mdx5qo3VidXm+JbAYbZEBZaw81nfQaNtXihRk=,1,22.0,14.0,1.0,3.0,2016-08-20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,0.0,1.0,4.966666666666667,0.0,38.0,6.0,7.0,5.0,87.0,126.0,22385.0,192.0,0.19791666666666666,0.03125,0.036458333333333336,0.026041666666666668,0.453125
Group_Under26,+0m/WkAEbYGSktxaJFjCd0qFKzPCPggIMU3QOUKEsBI=,1,22.0,22.0,1.0,3.0,2015-01-05,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,3.0,4.405777345017851,1.0,2243.0,296.0,212.0,253.0,4194.0,5567.0,1249183.0,737.0,3.043419267299864,0.4016282225237449,0.2876526458616011,0.34328358208955223,5.690637720488467
